BAC,2020-10-14,Sep 2020,0.53,0.51,-0.02,-3.7
BAH,2020-10-30,Sep 2020,0.92,1.03,0.11,11.9
BAX,2020-10-29,Sep 2020,0.73,0.83,0.1,13.7
BBY,2020-11-24,Oct 2020,1.76,2.06,0.3,17
BC,2020-10-29,Sep 2020,1.36,1.8,0.44,32.3
BDN,2020-10-21,Sep 2020,0.35,1.6,1.25,357.1
BDX,2020-11-05,Sep 2020,2.5,2.79,0.29,11.6
BEN,2020-10-27,Sep 2020,0.69,0.56,-0.13,-18.8
BERY,2020-11-19,Sep 2020,1.24,1.59,0.35,28.2
BFAM,2020-11-05,Sep 2020,-0.46,0.02,0.48,104.3
BG,2020-10-28,Sep 2020,0.2,2.47,2.27,1135
BHF,2020-11-05,Sep 2020,3.31,4.19,0.88,26.5
BIGC,2020-11-05,Sep 2020,-0.29,-0.16,0.13,44.8
BIIB,2020-10-21,Sep 2020,8.06,8.84,0.78,9.6
BILL,2020-11-05,Sep 2020,-0.08,-0.04,0.04,50
BIO,2020-10-29,Sep 2020,1.85,3,1.15,62.1
BK,2020-10-16,Sep 2020,0.96,0.98,0.02,2
BKI,2020-11-09,Sep 2020,0.5,0.52,0.02,4
BKNG,2020-11-05,Sep 2020,15.98,12.27,-3.71,-23.2
BKR,2020-10-21,Sep 2020,0.04,0.04,0,0
BLI,2020-11-12,Sep 2020,-0.2,-0.16,0.04,20
BLK,2020-10-13,Sep 2020,7.81,9.22,1.41,18
BLL,2020-11-05,Sep 2020,0.77,0.89,0.12,15.5
BLUE,2020-11-04,Sep 2020,-3.07,-2.94,0.13,4.2
BMRN,2020-11-05,Sep 2020,0.25,0.54,0.29,116
BMY,2020-11-05,Sep 2020,1.49,1.63,0.14,9.4
BOH,2020-10-26,Sep 2020,0.88,0.95,0.07,7.9
BOKF,2020-10-21,Sep 2020,1.51,2.19,0.68,45
BPOP,2020-10-28,Sep 2020,1.11,2,0.89,80.1
BR,2020-10-30,Sep 2020,0.63,0.98,0.35,55.5
BRKR,2020-11-02,Sep 2020,0.33,0.42,0.09,27.2
BRO,2020-10-26,Sep 2020,0.42,0.52,0.1,23.8
BRX,2020-11-04,Sep 2020,0.4,0.38,-0.02,-5
BSX,2020-10-28,Sep 2020,0.25,0.37,0.12,48
BURL,2020-11-24,Oct 2020,0.19,0.29,0.1,52.6
BWA,2020-10-29,Sep 2020,0.75,0.88,0.13,17.3
BWXT,2020-11-02,Sep 2020,0.67,0.79,0.12,17.9
BXP,2020-10-27,Sep 2020,1.64,1.57,-0.07,-4.2
BYND,2020-11-09,Sep 2020,0.03,-0.28,-0.31,-1033.3
C,2020-10-13,Sep 2020,1.01,1.4,0.39,38.6
CABO,2020-11-05,Sep 2020,10.7,10.96,0.26,2.4
CACC,2020-10-29,Sep 2020,5.69,13.56,7.87,138.3
CACI,2020-10-28,Sep 2020,3.15,3.67,0.52,16.5
CAG,2020-10-01,Aug 2020,0.57,0.7,0.13,22.8
CAH,2020-11-05,Sep 2020,1.14,1.51,0.37,32.4
CARR,2020-10-29,Sep 2020,0.48,0.67,0.19,39.5
CASY,2020-12-07,Oct 2020,2.66,3,0.34,12.7
CAT,2020-10-27,Sep 2020,1.15,1.34,0.19,16.5
CB,2020-10-27,Sep 2020,2.16,2,-0.16,-7.4
CBOE,2020-10-30,Sep 2020,1.07,1.11,0.04,3.7
CBRE,2020-10-29,Sep 2020,0.44,0.73,0.29,65.9
CBSH,2020-10-20,Sep 2020,0.67,1.06,0.39,58.2
CBT,2020-11-23,Sep 2020,0.58,0.68,0.1,17.2
CC,2020-11-03,Sep 2020,0.32,0.47,0.15,46.8
CCI,2020-10-21,Sep 2020,1.55,1.56,0.01,0.6
CCK,2020-10-19,Sep 2020,1.6,1.96,0.36,22.5
CCL,2020-10-08,Aug 2020,-2.22,-2.19,0.03,1.3
CDAY,2020-11-05,Sep 2020,0.06,0.12,0.06,100
CDK,2020-11-02,Sep 2020,0.69,0.82,0.13,18.8
CDNS,2020-10-19,Sep 2020,0.61,0.7,0.09,14.7
CDW,2020-11-02,Sep 2020,1.5,1.83,0.33,22
CE,2020-10-25,Sep 2020,1.69,1.95,0.26,15.3
CERN,2020-10-28,Sep 2020,0.71,0.72,0.01,1.4
CF,2020-11-04,Sep 2020,0.05,-0.13,-0.18,-360
CFG,2020-10-16,Sep 2020,0.7,0.68,-0.02,-2.8
CFR,2020-10-29,Sep 2020,1.19,1.5,0.31,26
CFX,2020-10-29,Sep 2020,0.4,0.41,0.01,2.5
CG,2020-10-29,Sep 2020,0.36,0.4,0.04,11.1
CGNX,2020-10-28,Sep 2020,0.33,0.49,0.16,48.4
CHD,2020-10-29,Sep 2020,0.67,0.7,0.03,4.4
CHE,2020-10-29,Sep 2020,3.99,4.86,0.87,21.8
CHGG,2020-10-26,Sep 2020,0.12,0.17,0.05,41.6
CHH,2020-11-05,Sep 2020,0.72,0.66,-0.06,-8.3
CHNG,2020-11-04,Sep 2020,0.25,0.32,0.07,28
CHRW,2020-10-27,Sep 2020,0.99,1,0.01,1
CHTR,2020-10-30,Sep 2020,3.05,3.9,0.85,27.8
CI,2020-11-05,Sep 2020,4.25,4.41,0.16,3.7
CIEN,2020-12-10,Oct 2020,0.64,0.6,-0.04,-6.2
CINF,2020-10-26,Sep 2020,0.41,0.39,-0.02,-4.8
CL,2020-10-30,Sep 2020,0.7,0.79,0.09,12.8
CLGX,2020-10-22,Sep 2020,1.17,1.21,0.04,3.4
CLH,2020-11-04,Sep 2020,0.28,0.9,0.62,221.4
CLR,2020-11-05,Sep 2020,-0.24,-0.16,0.08,33.3
CLX,2020-11-02,Sep 2020,2.34,3.22,0.88,37.6
CMA,2020-10-20,Sep 2020,0.87,1.44,0.57,65.5
CMCSA,2020-10-29,Sep 2020,0.51,0.65,0.14,27.4
CME,2020-10-28,Sep 2020,1.41,1.38,-0.03,-2.1
CMG,2020-10-21,Sep 2020,3.44,3.76,0.32,9.3
CMI,2020-10-27,Sep 2020,2.41,3.57,1.16,48.1
CMS,2020-10-29,Sep 2020,0.68,0.77,0.09,13.2
CNA,2020-11-02,Sep 2020,0.62,0.71,0.09,14.5
CNC,2020-10-27,Sep 2020,0.96,1.26,0.3,31.2
CNP,2020-11-05,Sep 2020,0.32,0.34,0.02,6.2
COF,2020-10-22,Sep 2020,1.99,5.05,3.06,153.7
COG,2020-10-29,Sep 2020,0.07,0.09,0.02,28.5
COHR,2020-11-10,Sep 2020,0.84,1.01,0.17,20.2
COLD,2020-11-05,Sep 2020,0.29,0.06,-0.23,-79.3
COLM,2020-10-29,Sep 2020,1.22,0.94,-0.28,-22.9
COMM,2020-11-05,Sep 2020,0.39,0.51,0.12,30.7
CONE,2020-10-28,Sep 2020,0.91,0.96,0.05,5.4
COO,2020-12-03,Oct 2020,3.11,3.16,0.05,1.6
COP,2020-10-29,Sep 2020,-0.3,-0.31,-0.01,-3.3
COR,2020-10-29,Sep 2020,1.29,0.5,-0.79,-61.2
COST,2020-09-24,Aug 2020,2.85,3.13,0.28,9.8
COTY,2020-11-06,Sep 2020,-0.07,0.11,0.18,257.1
COUP,2020-12-07,Oct 2020,0.04,0.18,0.14,350
CPA,2020-11-18,Sep 2020,-2.79,-2.86,-0.07,-2.5
CPB,2020-12-09,Oct 2020,0.91,1.02,0.11,12
CPRI,2020-11-05,Sep 2020,0.07,0.9,0.83,1185.7
CPRT,2020-11-18,Oct 2020,0.69,0.79,0.1,14.4
CPT,2020-10-29,Sep 2020,1.18,1.25,0.07,5.9
CR,2020-10-26,Sep 2020,0.82,1.05,0.23,28
CREE,2020-10-28,Sep 2020,-0.22,-0.19,0.03,13.6
CRI,2020-10-23,Sep 2020,1.67,1.96,0.29,17.3
CRL,2020-10-29,Sep 2020,1.8,2.33,0.53,29.4
CRM,2020-12-01,Oct 2020,0.74,1.74,1,135.1
CRUS,2020-11-02,Sep 2020,0.89,1.26,0.37,41.5
CSCO,2020-11-12,Oct 2020,0.71,0.76,0.05,7
CSGP,2020-10-27,Sep 2020,2.08,2.26,0.18,8.6
CSL,2020-10-20,Sep 2020,1.74,1.94,0.2,11.4
CSX,2020-10-21,Sep 2020,0.93,0.96,0.03,3.2
CTAS,2020-09-23,Aug 2020,2.16,2.78,0.62,28.7
CTLT,2020-11-03,Sep 2020,0.38,0.43,0.05,13.1
CTSH,2020-10-28,Sep 2020,0.9,0.97,0.07,7.7
CTVA,2020-11-04,Sep 2020,-0.42,-0.39,0.03,7.1
CTXS,2020-10-22,Sep 2020,1.23,1.38,0.15,12.2
CUBE,2020-11-05,Sep 2020,0.41,0.24,-0.17,-41.4
CUZ,2020-10-28,Sep 2020,0.67,0.69,0.02,2.9
CVNA,2020-10-29,Sep 2020,-0.3,-0.1,0.2,66.6
CVS,2020-11-06,Sep 2020,1.34,1.66,0.32,23.8
CVX,2020-10-30,Sep 2020,-0.29,0.11,0.4,137.9
CW,2020-10-28,Sep 2020,1.53,1.85,0.32,20.9
D,2020-11-05,Sep 2020,1,1.08,0.08,8
DAL,2020-10-13,Sep 2020,-3.14,-3.3,-0.16,-5.1
DBX,2020-11-05,Sep 2020,0.19,0.26,0.07,36.8
DCI,2020-12-03,Oct 2020,0.45,0.48,0.03,6.6
DCT,2020-10-20,Aug 2020,-0.03,0.02,0.05,166.6
DD,2020-10-29,Sep 2020,0.77,0.88,0.11,14.2
DDOG,2020-11-10,Sep 2020,0.01,0.05,0.04,400
DE,2020-11-25,Oct 2020,1.44,2.39,0.95,65.9
DEI,2020-11-02,Sep 2020,0.43,0.4,-0.03,-6.9
DELL,2020-11-24,Oct 2020,1.39,2.03,0.64,46
DFS,2020-10-21,Sep 2020,1.63,2.45,0.82,50.3
DG,2020-12-03,Oct 2020,1.99,2.31,0.32,16
DGX,2020-10-22,Sep 2020,3.75,4.31,0.56,14.9
DHI,2020-11-10,Sep 2020,1.76,2.24,0.48,27.2
DHR,2020-10-22,Sep 2020,1.37,1.72,0.35,25.5
DIS,2020-11-12,Sep 2020,-0.68,-0.2,0.48,70.5
DISCA,2020-11-05,Sep 2020,0.68,0.81,0.13,19.1
DISH,2020-11-06,Sep 2020,0.67,0.86,0.19,28.3
DKS,2020-11-24,Oct 2020,0.94,2.01,1.07,113.8
DLB,2020-11-12,Sep 2020,0.34,0.45,0.11,32.3
DLR,2020-10-29,Sep 2020,1.48,1.54,0.06,4
DLTR,2020-11-24,Oct 2020,1.15,1.39,0.24,20.8
DNB,2020-11-05,Sep 2020,0.22,0.24,0.02,9
DOCU,2020-12-03,Oct 2020,0.12,0.22,0.1,83.3
DOV,2020-10-20,Sep 2020,1.31,1.6,0.29,22.1
DOW,2020-10-22,Sep 2020,0.33,0.5,0.17,51.5
DOX,2020-11-10,Sep 2020,1.19,1.23,0.04,3.3
DPZ,2020-10-08,Sep 2020,2.75,2.49,-0.26,-9.4
DRE,2020-10-28,Sep 2020,0.39,0.4,0.01,2.5
DRI,2020-09-24,Aug 2020,0.05,0.56,0.51,1020
DT,2020-10-28,Sep 2020,0.1,0.18,0.08,80
DTE,2020-10-27,Sep 2020,2.06,2.61,0.55,26.7
DUK,2020-11-05,Sep 2020,1.79,1.87,0.08,4.4
DVA,2020-10-29,Sep 2020,1.49,1.8,0.31,20.8
DVN,2020-10-29,Sep 2020,-0.08,-0.04,0.04,50
DXC,2020-11-05,Sep 2020,0.38,0.64,0.26,68.4
DXCM,2020-10-27,Sep 2020,0.64,0.94,0.3,46.8
EA,2020-11-05,Sep 2020,0.02,0.29,0.27,1350
EAF,2020-11-03,Sep 2020,0.31,0.35,0.04,12.9
EBAY,2020-10-28,Sep 2020,0.76,0.85,0.09,11.8
ECL,2020-10-27,Sep 2020,1.09,1.15,0.06,5.5
ED,2020-11-05,Sep 2020,1.51,1.48,-0.03,-1.9
EEFT,2020-10-28,Sep 2020,0.52,1.12,0.6,115.3
EFX,2020-10-21,Sep 2020,1.61,1.87,0.26,16.1
EHC,2020-10-28,Sep 2020,0.75,0.78,0.03,4
EIX,2020-10-27,Sep 2020,1.44,1.67,0.23,15.9
EL,2020-11-02,Sep 2020,0.9,1.44,0.54,60
ELAN,2020-11-06,Sep 2020,0.12,0.13,0.01,8.3
ELS,2020-10-19,Sep 2020,0.52,0.55,0.03,5.7
EMN,2020-10-29,Sep 2020,1.4,1.57,0.17,12.1
EMR,2020-11-03,Sep 2020,0.95,1.1,0.15,15.7
ENPH,2020-10-27,Sep 2020,0.24,0.3,0.06,25
ENR,2020-11-12,Sep 2020,0.8,0.59,-0.21,-26.2
ENTG,2020-10-22,Sep 2020,0.63,0.67,0.04,6.3
EOG,2020-11-05,Sep 2020,0.16,0.43,0.27,168.7
EPAM,2020-11-05,Sep 2020,1.47,1.65,0.18,12.2
EPR,2020-11-04,Sep 2020,0.32,0.04,-0.28,-87.5
EQC,2020-10-28,Sep 2020,0.03,-0.01,-0.04,-133.3
EQH,2020-11-04,Sep 2020,1.16,1.24,0.08,6.9
EQIX,2020-10-28,Sep 2020,6.03,6.48,0.45,7.4
EQR,2020-10-27,Sep 2020,0.82,0.77,-0.05,-6.1
EQT,2020-10-22,Sep 2020,-0.22,-0.15,0.07,31.8
ERIE,2020-10-29,Sep 2020,1.65,1.71,0.06,3.6
ES,2020-11-03,Sep 2020,1.02,1.01,-0.01,-0.9
ESI,2020-10-27,Sep 2020,0.2,0.22,0.02,10
ESRT,2020-10-28,Sep 2020,0.13,-0.05,-0.18,-138.4
ESS,2020-10-28,Sep 2020,3.16,3.15,-0.01,-0.3
ESTC,2020-12-02,Oct 2020,-0.2,-0.03,0.17,85
ETN,2020-11-03,Sep 2020,1.05,1.18,0.13,12.3
ETR,2020-10-28,Sep 2020,2.42,2.44,0.02,0.8
ETRN,2020-11-03,Sep 2020,0.29,0.31,0.02,6.9
ETSY,2020-10-28,Sep 2020,0.62,0.7,0.08,12.9
EVBG,2020-11-05,Sep 2020,-0.11,0.05,0.16,145.4
EVR,2020-10-21,Sep 2020,0.37,1.11,0.74,200
EVRG,2020-11-05,Sep 2020,1.65,1.73,0.08,4.8
EW,2020-10-21,Sep 2020,0.45,0.51,0.06,13.3
EWBC,2020-10-22,Sep 2020,0.94,1.12,0.18,19.1
EXAS,2020-10-27,Sep 2020,-0.51,-0.36,0.15,29.4
EXC,2020-11-03,Sep 2020,0.87,1.04,0.17,19.5
EXEL,2020-11-05,Sep 2020,-0.05,-0.1,-0.05,-100
EXP,2020-10-29,Sep 2020,1.86,2.02,0.16,8.6
EXPD,2020-11-03,Sep 2020,0.98,1.12,0.14,14.2
EXPE,2020-11-04,Sep 2020,-0.92,-0.22,0.7,76
EXR,2020-11-04,Sep 2020,1.24,1.31,0.07,5.6
F,2020-10-28,Sep 2020,0.22,0.65,0.43,195.4
FAF,2020-10-22,Sep 2020,1.35,1.31,-0.04,-2.9
FANG,2020-11-02,Sep 2020,0.37,0.62,0.25,67.5
FAST,2020-10-13,Sep 2020,0.37,0.38,0.01,2.7
FB,2020-10-29,Sep 2020,1.94,2.71,0.77,39.6
FBHS,2020-10-28,Sep 2020,1.06,1.19,0.13,12.2
FCN,2020-10-29,Sep 2020,1.37,1.54,0.17,12.4
FCX,2020-10-22,Sep 2020,0.24,0.29,0.05,20.8
FDS,2020-09-24,Aug 2020,2.54,2.88,0.34,13.3
FDX,2020-09-15,Aug 2020,2.59,4.87,2.28,88
FE,2020-11-02,Sep 2020,0.8,0.84,0.04,5
FEYE,2020-10-27,Sep 2020,0.07,0.11,0.04,57.1
FFIV,2020-10-26,Sep 2020,2.38,2.43,0.05,2.1
FHB,2020-10-23,Sep 2020,0.31,0.5,0.19,61.2
FHN,2020-10-23,Sep 2020,0.17,0.35,0.18,105.8
FICO,2020-11-10,Sep 2020,2.26,3.25,0.99,43.8
FIS,2020-10-29,Sep 2020,1.42,1.42,0,0
FISV,2020-10-27,Sep 2020,1.15,1.2,0.05,4.3
FITB,2020-10-22,Sep 2020,0.59,0.85,0.26,44
FIVE,2020-12-02,Oct 2020,0.19,0.36,0.17,89.4
FIVN,2020-10-29,Sep 2020,0.18,0.27,0.09,50
FL,2020-11-20,Oct 2020,0.6,1.21,0.61,101.6
FLIR,2020-10-30,Sep 2020,0.56,0.64,0.08,14.2
FLO,2020-11-05,Sep 2020,0.25,0.29,0.04,16
FLS,2020-11-05,Sep 2020,0.44,0.5,0.06,13.6
FLT,2020-11-05,Sep 2020,2.66,2.8,0.14,5.2
FMC,2020-11-02,Sep 2020,1.11,1.22,0.11,9.9
FNB,2020-10-19,Sep 2020,0.23,0.26,0.03,13
FND,2020-10-29,Sep 2020,0.4,0.56,0.16,40
FNF,2020-11-04,Sep 2020,1.25,1.48,0.23,18.4
FOXA,2020-11-03,Sep 2020,0.81,1.18,0.37,45.6
FR,2020-10-21,Sep 2020,0.46,0.49,0.03,6.5
FRC,2020-10-13,Sep 2020,1.38,1.61,0.23,16.6
FRT,2020-11-05,Sep 2020,1.1,1.12,0.02,1.8
FSLR,2020-10-27,Sep 2020,0.6,1.45,0.85,141.6
FSLY,2020-10-28,Sep 2020,-0.01,-0.04,-0.03,-300
FTDR,2020-11-04,Sep 2020,0.59,0.59,0,0
FTNT,2020-10-29,Sep 2020,0.78,0.88,0.1,12.8
FTV,2020-10-27,Sep 2020,0.88,0.94,0.06,6.8
FWONK,2020-11-05,Sep 2020,-0.04,-0.41,-0.37,-925
G,2020-11-02,Sep 2020,0.5,0.56,0.06,12
GBT,2020-11-05,Sep 2020,-0.72,-0.97,-0.25,-34.7
GD,2020-10-28,Sep 2020,2.85,2.9,0.05,1.7
GDDY,2020-11-04,Sep 2020,0.31,0.38,0.07,22.5
GE,2020-10-28,Sep 2020,-0.06,0.06,0.12,200
GGG,2020-10-21,Sep 2020,0.42,0.59,0.17,40.4
GH,2020-11-05,Sep 2020,-0.34,-0.78,-0.44,-129.4
GILD,2020-10-28,Sep 2020,1.83,2.11,0.28,15.3
GIS,2020-09-23,Aug 2020,0.87,1,0.13,14.9
GL,2020-10-21,Sep 2020,1.76,1.75,-0.01,-0.5
GLOB,2020-11-12,Sep 2020,0.59,0.6,0.01,1.6
GLPI,2020-10-27,Sep 2020,0.85,0.89,0.04,4.7
GLW,2020-10-27,Sep 2020,0.38,0.43,0.05,13.1
GM,2020-11-05,Sep 2020,1.47,2.83,1.36,92.5
GMED,2020-10-28,Sep 2020,0.31,0.49,0.18,58
GNRC,2020-10-28,Sep 2020,1.75,2.08,0.33,18.8
GNTX,2020-10-23,Sep 2020,0.41,0.48,0.07,17
GO,2020-11-10,Sep 2020,0.23,0.5,0.27,117.3
GOOG,2020-10-29,Sep 2020,11.4,16.4,5,43.8
GOOGL,2020-10-29,Sep 2020,11.4,16.4,5,43.8
GPC,2020-10-22,Sep 2020,1.48,1.63,0.15,10.1
GPK,2020-10-20,Sep 2020,0.22,0.26,0.04,18.1
GPN,2020-10-29,Sep 2020,1.65,1.71,0.06,3.6
GPS,2020-11-24,Oct 2020,0.29,0.25,-0.04,-13.7
GRA,2020-10-28,Sep 2020,0.5,0.56,0.06,12
